,Nrp1
23264,0.0
23265,1.0
23266,1.0
23267,0.0
23268,1.0
23269,0.0
23270,1.0
23271,2.0
23272,0.0
23273,0.0
23274,0.0
23275,1.0
23276,0.0
23277,0.0
23278,2.0
23279,1.0
23280,0.0
23281,0.0
23282,0.0
23283,1.0
23284,0.0
23285,0.0
23286,0.0
23287,3.0
23288,0.0
23289,4.0
23290,0.0
23291,8.0
23292,2.0
23293,0.0
23294,1.0
23295,0.0
23296,1.0
23297,1.0
23298,0.0
23299,0.0
23300,0.0
23301,2.0
23302,0.0
23303,1.0
23304,3.0
23305,0.0
23306,1.0
23307,0.0
23308,1.0
23309,0.0
23310,0.0
23311,0.0
23312,1.0
23313,0.0
23314,0.0
23315,2.0
23316,0.0
23317,0.0
23318,0.0
23319,0.0
23320,0.0
23321,0.0
23322,1.0
23323,0.0
23324,0.0
23325,1.0
23326,3.0
23327,2.0
23328,2.0
23329,1.0
23330,0.0
23331,7.0
23332,0.0
23333,0.0
23334,0.0
23335,0.0
23336,0.0
23337,0.0
23338,2.0
23339,0.0
23340,1.0
23341,0.0
23342,3.0
23343,1.0
23344,0.0
23345,0.0
23346,0.0
23347,5.0
23348,1.0
23349,1.0
23350,0.0
23351,0.0
23352,1.0
23353,0.0
23354,0.0
23355,0.0
23356,0.0
23357,0.0
23358,0.0
23359,0.0
23360,2.0
23361,0.0
23362,0.0
23363,0.0
23364,0.0
23365,0.0
23366,0.0
23367,0.0
23368,0.0
23369,1.0
23370,1.0
23371,1.0
23372,0.0
23373,1.0
23374,1.0
23375,2.0
23376,0.0
23377,5.0
23378,1.0
23379,0.0
23380,1.0
23381,0.0
23382,2.0
23383,2.0
23384,0.0
23385,2.0
23386,0.0
23387,1.0
23388,2.0
23389,0.0
23390,1.0
23391,2.0
23392,0.0
23393,1.0
23394,0.0
23395,1.0
23396,3.0
23397,0.0
23398,0.0
23399,2.0
23400,1.0
23401,5.0
23402,0.0
23403,3.0
23404,4.0
23405,0.0
23406,0.0
23407,3.0
23408,0.0
23409,2.0
23410,2.0
23411,3.0
23412,2.0
23413,0.0
23414,1.0
23415,0.0
23416,0.0
23417,0.0
23418,3.0
23419,0.0
23420,0.0
23421,0.0
23422,1.0
23423,0.0
23424,7.0
23425,1.0
23426,1.0
23427,0.0
23428,0.0
23429,5.0
23430,0.0
23431,0.0
23432,0.0
23433,0.0
23434,0.0
23435,11.0
23436,3.0
23437,0.0
23438,0.0
23439,0.0
23440,0.0
23441,0.0
23442,0.0
23443,0.0
23444,0.0
23445,2.0
23446,0.0
23447,0.0
23448,1.0
23449,0.0
23450,1.0
23451,2.0
23452,4.0
23453,1.0
23454,1.0
23455,0.0
23456,1.0
23457,1.0
23458,9.0
23459,6.0
23460,1.0
23461,1.0
23462,0.0
23463,0.0
23464,2.0
23465,12.0
23466,1.0
23467,0.0
23468,2.0
23469,2.0
23470,0.0
23471,1.0
23472,1.0
23473,1.0
23474,0.0
23475,1.0
23476,0.0
23477,0.0
23478,0.0
23479,3.0
23480,3.0
23481,3.0
23482,2.0
23483,0.0
23484,2.0
23485,4.0
23486,0.0
23487,2.0
23488,1.0
23489,2.0
23490,0.0
23491,0.0
23492,0.0
23493,0.0
23494,0.0
23495,0.0
23496,0.0
23497,1.0
23498,3.0
23499,1.0
23500,2.0
23501,0.0
23502,2.0
23503,4.0
23504,1.0
23505,0.0
23506,1.0
23507,1.0
23508,0.0
23509,1.0
23510,0.0
23511,0.0
23512,1.0
23513,2.0
23514,0.0
23515,0.0
23516,2.0
23517,0.0
23518,0.0
23519,0.0
23520,0.0
23521,0.0
23522,2.0
23523,0.0
23524,1.0
23525,0.0
23526,2.0
23527,2.0
23528,0.0
23529,3.0
23530,7.0
23531,1.0
23532,0.0
23533,0.0
23534,3.0
23535,0.0
23536,0.0
23537,0.0
23538,1.0
23539,0.0
23540,1.0
23541,0.0
23542,0.0
23543,0.0
23544,3.0
23545,1.0
23546,0.0
23547,0.0
23548,0.0
23549,3.0
23550,5.0
23551,5.0
23552,1.0
23553,0.0
23554,0.0
23555,1.0
23556,0.0
23557,0.0
23558,2.0
23559,0.0
23560,0.0
23561,5.0
23562,0.0
23563,0.0
23564,2.0
23565,0.0
23566,1.0
23567,4.0
23568,7.0
23569,0.0
23570,0.0
23571,3.0
23572,6.0
23573,1.0
23574,1.0
23575,0.0
23576,0.0
23577,2.0
23578,4.0
23579,1.0
23580,1.0
23581,0.0
23582,3.0
23583,1.0
23584,6.0
23585,2.0
23586,6.0
23587,1.0
23588,0.0
23589,3.0
23590,0.0
23591,1.0
23592,1.0
23593,1.0
23594,2.0
23595,1.0
23596,1.0
23597,0.0
23598,0.0
23599,2.0
23600,0.0
23601,3.0
23602,0.0
23603,0.0
23604,2.0
23605,2.0
23606,3.0
23607,0.0
23608,2.0
23609,2.0
23610,0.0
23611,2.0
23612,1.0
23613,1.0
23614,0.0
23615,3.0
23616,4.0
23617,2.0
23618,1.0
23619,0.0
23620,2.0
23621,3.0
23622,0.0
23623,2.0
23624,4.0
23625,0.0
23626,1.0
23627,0.0
23628,1.0
23629,0.0
23630,1.0
23631,0.0
23632,2.0
23633,0.0
23634,2.0
23635,0.0
23636,3.0
23637,0.0
23638,0.0
23639,2.0
23640,6.0
23641,0.0
23642,5.0
23643,0.0
23644,0.0
23645,2.0
23646,0.0
23647,0.0
23648,0.0
23649,0.0
23650,0.0
23651,0.0
23652,2.0
23653,0.0
23654,0.0
23655,2.0
23656,2.0
23657,0.0
23658,1.0
23659,1.0
23660,1.0
23661,3.0
23662,3.0
23663,3.0
23664,6.0
23665,2.0
23666,1.0
23667,1.0
23668,0.0
23669,3.0
23670,0.0
23671,0.0
23672,1.0
23673,6.0
23674,0.0
23675,0.0
23676,0.0
23677,1.0
23678,6.0
23679,0.0
23680,1.0
23681,1.0
23682,0.0
23683,1.0
23684,1.0
23685,2.0
23686,0.0
23687,0.0
23688,0.0
23689,4.0
23690,0.0
23691,2.0
23692,1.0
23693,4.0
23694,6.0
23695,2.0
23696,2.0
23697,0.0
23698,3.0
23699,1.0
23700,1.0
23701,0.0
23702,1.0
23703,1.0
23704,2.0
23705,1.0
23706,0.0
23707,0.0
23708,0.0
23709,0.0
23710,3.0
23711,6.0
23712,1.0
23713,3.0
23714,0.0
23715,1.0
23716,1.0
23717,0.0
23718,1.0
23719,2.0
23720,1.0
23721,1.0
23722,0.0
23723,2.0
23724,1.0
23725,0.0
23726,1.0
23727,1.0
23728,1.0
23729,8.0
23730,0.0
23731,15.0
23732,0.0
23733,0.0
23734,3.0
23735,0.0
23736,1.0
23737,1.0
23738,2.0
23739,0.0
23740,0.0
23741,3.0
23742,1.0
23743,6.0
23744,0.0
23745,0.0
23746,1.0
23747,0.0
23748,2.0
23749,1.0
23750,1.0
23751,0.0
23752,3.0
23753,0.0
23754,0.0
23755,0.0
23756,1.0
23757,3.0
23758,1.0
23759,2.0
23760,3.0
23761,0.0
23762,2.0
23763,3.0
23764,1.0
23765,2.0
23766,0.0
23767,0.0
23768,0.0
23769,1.0
23770,1.0
23771,0.0
23772,0.0
23773,1.0
23774,1.0
23775,0.0
23776,1.0
23777,0.0
23778,1.0
23779,0.0
23780,0.0
23781,3.0
23782,1.0
23783,1.0
23784,1.0
23785,1.0
23786,3.0
23787,1.0
23788,1.0
23789,0.0
23790,3.0
23791,4.0
23792,0.0
23793,0.0
23794,1.0
23795,3.0
23796,4.0
23797,0.0
23798,2.0
23799,2.0
23800,0.0
23801,0.0
23802,0.0
23803,1.0
23804,1.0
23805,1.0
23806,0.0
23807,0.0
23808,4.0
23809,0.0
23810,2.0
23811,0.0
23812,0.0
23813,1.0
23814,3.0
23815,2.0
23816,1.0
23817,0.0
23818,0.0
23819,3.0
23820,1.0
23821,1.0
23822,0.0
23823,1.0
23824,4.0
23825,5.0
23826,5.0
23827,4.0
23828,0.0
23829,0.0
23830,1.0
23831,0.0
23832,1.0
23833,0.0
23834,1.0
23835,1.0
23836,0.0
23837,0.0
23838,2.0
23839,3.0
23840,1.0
23841,2.0
23842,0.0
23843,1.0
23844,0.0
23845,4.0
23846,5.0
23847,0.0
23848,0.0
23849,2.0
23850,0.0
23851,0.0
23852,5.0
23853,1.0
23854,0.0
23855,0.0
23856,1.0
23857,0.0
23858,2.0
23859,5.0
23860,2.0
23861,7.0
23862,0.0
23863,1.0
23864,0.0
23865,0.0
23866,0.0
23867,5.0
23868,3.0
23869,5.0
23870,1.0
23871,1.0
23872,0.0
23873,1.0
23874,0.0
23875,0.0
23876,0.0
23877,7.0
23878,0.0
23879,1.0
23880,7.0
23881,0.0
23882,1.0
23883,0.0
23884,1.0
23885,0.0
23886,1.0
23887,0.0
23888,1.0
23889,1.0
23890,1.0
23891,0.0
23892,1.0
23893,0.0
23894,1.0
23895,0.0
23896,1.0
23897,11.0
23898,2.0
23899,1.0
23900,0.0
23901,3.0
23902,1.0
23903,0.0
23904,0.0
23905,1.0
23906,1.0
23907,0.0
23908,0.0
23909,1.0
23910,5.0
23911,0.0
23912,4.0
23913,0.0
23914,0.0
23915,2.0
23916,2.0
23917,5.0
23918,3.0
23919,1.0
23920,0.0
23921,1.0
23922,0.0
23923,0.0
23924,2.0
23925,2.0
23926,1.0
23927,1.0
23928,0.0
23929,0.0
23930,2.0
23931,0.0
23932,0.0
23933,1.0
23934,1.0
23935,2.0
23936,0.0
23937,4.0
23938,1.0
23939,0.0
23940,0.0
23941,2.0
23942,2.0
23943,0.0
23944,0.0
23945,0.0
23946,0.0
23947,0.0
23948,0.0
23949,1.0
23950,1.0
23951,1.0
23952,1.0
23953,0.0
23954,2.0
23955,4.0
23956,0.0
23957,0.0
23958,2.0
23959,0.0
23960,3.0
23961,0.0
23962,0.0
23963,0.0
23964,1.0
23965,0.0
23966,1.0
23967,1.0
23968,0.0
23969,0.0
23970,0.0
23971,2.0
23972,0.0
23973,2.0
23974,2.0
23975,3.0
23976,1.0
23977,1.0
23978,0.0
23979,2.0
23980,0.0
23981,0.0
23982,2.0
23983,1.0
23984,0.0
23985,0.0
23986,1.0
23987,1.0
23988,1.0
23989,0.0
23990,2.0
23991,2.0
23992,1.0
23993,0.0
23994,0.0
23995,0.0
23996,2.0
23997,6.0
23998,0.0
23999,2.0
24000,2.0
24001,1.0
24002,2.0
24003,0.0
24004,0.0
24005,1.0
24006,0.0
24007,2.0
24008,3.0
24009,0.0
24010,0.0
24011,1.0
24012,0.0
24013,1.0
24014,0.0
24015,2.0
24016,0.0
24017,0.0
24018,0.0
24019,7.0
24020,1.0
24021,0.0
24022,1.0
24023,3.0
24024,0.0
24025,1.0
24026,0.0
24027,1.0
24028,4.0
24029,0.0
24030,2.0
24031,6.0
24032,4.0
24033,0.0
24034,2.0
24035,0.0
24036,0.0
24037,1.0
24038,1.0
24039,1.0
24040,6.0
24041,0.0
24042,2.0
24043,0.0
24044,1.0
24045,3.0
24046,2.0
24047,3.0
24048,1.0
24049,0.0
24050,4.0
24051,1.0
24052,1.0
24053,3.0
24054,0.0
24055,0.0
24056,3.0
24057,0.0
24058,1.0
24059,0.0
24060,1.0
24061,0.0
24062,0.0
24063,0.0
24064,0.0
24065,1.0
24066,0.0
24067,2.0
24068,2.0
24069,0.0
24070,3.0
24071,1.0
24072,4.0
24073,0.0
24074,0.0
24075,6.0
24076,1.0
24077,2.0
24078,0.0
24079,1.0
24080,2.0
24081,1.0
24082,0.0
24083,2.0
24084,2.0
24085,0.0
24086,3.0
24087,1.0
24088,0.0
24089,0.0
24090,0.0
24091,1.0
24092,1.0
24093,6.0
24094,1.0
24095,1.0
24096,1.0
24097,1.0
24098,1.0
24099,2.0
24100,0.0
24101,1.0
24102,0.0
24103,5.0
24104,5.0
24105,5.0
24106,2.0
24107,8.0
24108,1.0
24109,2.0
24110,3.0
24111,5.0
24112,3.0
24113,0.0
24114,1.0
24115,0.0
24116,1.0
24117,2.0
24118,3.0
24119,3.0
24120,2.0
24121,0.0
24122,0.0
24123,2.0
24124,2.0
24125,2.0
24126,0.0
24127,0.0
24128,2.0
24129,4.0
24130,1.0
24131,1.0
24132,2.0
24133,1.0
24134,3.0
24135,2.0
24136,0.0
24137,11.0
24138,1.0
24139,0.0
24140,1.0
24141,2.0
24142,1.0
24143,2.0
24144,0.0
24145,1.0
24146,0.0
24147,0.0
24148,2.0
24149,0.0
24150,0.0
24151,3.0
24152,0.0
24153,0.0
24154,2.0
24155,3.0
24156,0.0
24157,4.0
24158,0.0
24159,2.0
24160,3.0
24161,1.0
24162,1.0
24163,3.0
24164,1.0
24165,2.0
24166,1.0
24167,1.0
24168,19.0
24169,3.0
24170,0.0
24171,2.0
24172,2.0
24173,0.0
24174,0.0
24175,0.0
24176,2.0
24177,2.0
24178,4.0
24179,1.0
24180,11.0
24181,0.0
24182,0.0
24183,1.0
24184,0.0
24185,1.0
24186,6.0
24187,1.0
24188,4.0
24189,0.0
24190,1.0
24191,2.0
24192,1.0
24193,1.0
24194,0.0
24195,0.0
24196,2.0
24197,2.0
24198,0.0
24199,2.0
24200,0.0
24201,0.0
24202,2.0
24203,1.0
24204,0.0
24205,0.0
24206,0.0
24207,9.0
24208,0.0
24209,1.0
24210,0.0
24211,0.0
24212,1.0
24213,2.0
24214,0.0
24215,0.0
24216,2.0
24217,1.0
24218,0.0
24219,1.0
24220,1.0
24221,3.0
24222,0.0
24223,1.0
24224,0.0
24225,8.0
24226,1.0
24227,1.0
24228,0.0
24229,1.0
24230,0.0
24231,4.0
24232,0.0
24233,3.0
24234,0.0
24235,1.0
24236,4.0
24237,0.0
24238,1.0
24239,5.0
24240,0.0
24241,1.0
24242,0.0
24243,1.0
24244,0.0
24245,2.0
24246,0.0
24247,1.0
24248,6.0
24249,3.0
24250,7.0
24251,4.0
24252,0.0
24253,3.0
24254,1.0
24255,0.0
24256,0.0
24257,2.0
24258,1.0
24259,2.0
24260,0.0
24261,1.0
24262,0.0
24263,3.0
24264,1.0
24265,0.0
24266,2.0
24267,3.0
24268,4.0
24269,0.0
24270,1.0
24271,0.0
24272,2.0
24273,0.0
24274,1.0
24275,2.0
24276,1.0
24277,0.0
24278,0.0
24279,0.0
24280,0.0
24281,0.0
24282,1.0
24283,0.0
24284,1.0
24285,0.0
24286,0.0
24287,2.0
24288,0.0
24289,0.0
24290,0.0
24291,0.0
24292,2.0
24293,1.0
24294,0.0
24295,0.0
24296,0.0
24297,0.0
24298,1.0
24299,1.0
24300,0.0
24301,0.0
24302,3.0
24303,0.0
24304,0.0
24305,1.0
24306,0.0
24307,1.0
24308,2.0
24309,0.0
24310,0.0
24311,0.0
24312,0.0
24313,0.0
24314,0.0
24315,0.0
24316,2.0
24317,0.0
24318,0.0
24319,0.0
24320,0.0
24321,2.0
24322,0.0
24323,2.0
24324,0.0
24325,1.0
24326,0.0
24327,0.0
24328,0.0
24329,0.0
24330,0.0
24331,0.0
24332,1.0
24333,0.0
24334,0.0
24335,0.0
24336,0.0
24337,0.0
24338,1.0
24339,4.0
24340,0.0
24341,2.0
24342,0.0
24343,0.0
24344,0.0
24345,1.0
24346,0.0
24347,0.0
24348,0.0
24349,0.0
24350,0.0
24351,4.0
24352,0.0
24353,0.0
24354,1.0
24355,2.0
24356,1.0
24357,1.0
24358,0.0
24359,0.0
24360,0.0
24361,0.0
24362,0.0
24363,0.0
24364,0.0
24365,2.0
24366,1.0
24367,0.0
24368,0.0
24369,0.0
24370,1.0
24371,10.0
24372,3.0
24373,0.0
24374,0.0
24375,3.0
24376,0.0
24377,0.0
24378,1.0
24379,0.0
24380,0.0
24381,0.0
24382,1.0
24383,1.0
24384,0.0
24385,0.0
24386,0.0
24387,0.0
24388,0.0
24389,2.0
24390,0.0
24391,1.0
24392,1.0
24393,0.0
24394,0.0
24395,1.0
24396,0.0
24397,0.0
24398,0.0
24399,0.0
24400,0.0
24401,0.0
24402,0.0
24403,1.0
24404,2.0
24405,3.0
24406,0.0
24407,4.0
24408,0.0
24409,3.0
24410,3.0
24411,1.0
24412,0.0
24413,0.0
24414,1.0
24415,0.0
24416,0.0
24417,1.0
24418,0.0
24419,4.0
24420,6.0
24421,1.0
24422,0.0
24423,1.0
24424,2.0
24425,0.0
24426,0.0
24427,0.0
24428,0.0
24429,1.0
24430,1.0
24431,0.0
24432,10.0
24433,0.0
24434,0.0
24435,0.0
24436,7.0
24437,0.0
24438,0.0
24439,4.0
24440,0.0
24441,1.0
24442,0.0
24443,0.0
24444,0.0
24445,0.0
24446,6.0
24447,0.0
24448,0.0
24449,0.0
24450,3.0
24451,0.0
24452,0.0
24453,0.0
24454,0.0
24455,0.0
24456,16.0
24457,0.0
24458,0.0
24459,0.0
24460,0.0
24461,7.0
24462,0.0
24463,0.0
24464,0.0
24465,0.0
24466,0.0
24467,1.0
24468,4.0
24469,0.0
24470,0.0
24471,0.0
24472,0.0
24473,3.0
24474,0.0
24475,0.0
24476,1.0
24477,0.0
24478,0.0
24479,1.0
24480,1.0
24481,0.0
24482,0.0
24483,0.0
24484,0.0
24485,0.0
24486,0.0
24487,0.0
24488,3.0
24489,0.0
24490,0.0
24491,2.0
24492,6.0
24493,5.0
24494,0.0
24495,0.0
24496,0.0
24497,0.0
24498,1.0
24499,0.0
24500,0.0
24501,0.0
24502,1.0
24503,2.0
24504,0.0
24505,0.0
24506,0.0
24507,0.0
24508,3.0
24509,0.0
24510,0.0
24511,0.0
24512,0.0
24513,0.0
24514,0.0
24515,0.0
24516,0.0
24517,2.0
24518,0.0
24519,0.0
24520,0.0
24521,0.0
24522,0.0
24523,4.0
24524,0.0
24525,6.0
24526,0.0
24527,0.0
24528,0.0
24529,0.0
24530,14.0
24531,0.0
24532,2.0
24533,3.0
24534,1.0
24535,0.0
24536,0.0
24537,0.0
24538,0.0
24539,0.0
24540,0.0
24541,0.0
24542,0.0
24543,0.0
24544,0.0
24545,1.0
24546,2.0
24547,0.0
24548,0.0
24549,0.0
24550,7.0
24551,0.0
24552,0.0
24553,0.0
24554,0.0
24555,0.0
24556,0.0
24557,0.0
24558,0.0
24559,0.0
24560,2.0
24561,1.0
24562,0.0
24563,0.0
24564,1.0
24565,0.0
24566,0.0
24567,1.0
24568,0.0
24569,0.0
24570,0.0
24571,0.0
24572,0.0
24573,0.0
24574,0.0
24575,16.0
24576,0.0
24577,0.0
24578,1.0
24579,0.0
24580,0.0
24581,1.0
24582,0.0
24583,0.0
24584,0.0
24585,7.0
24586,0.0
24587,1.0
24588,0.0
24589,1.0
24590,1.0
24591,0.0
24592,5.0
24593,1.0
24594,2.0
24595,0.0
24596,0.0
24597,0.0
24598,15.0
24599,0.0
24600,0.0
24601,0.0
24602,0.0
24603,0.0
24604,0.0
24605,0.0
24606,1.0
24607,0.0
24608,0.0
24609,0.0
24610,0.0
24611,0.0
24612,0.0
24613,0.0
24614,0.0
24615,0.0
24616,1.0
24617,5.0
24618,0.0
24619,10.0
24620,3.0
24621,0.0
24622,1.0
24623,0.0
24624,0.0
24625,0.0
24626,0.0
24627,0.0
24628,0.0
24629,0.0
24630,0.0
24631,0.0
24632,0.0
24633,0.0
24634,0.0
24635,0.0
24636,0.0
24637,0.0
24638,0.0
24639,0.0
24640,2.0
24641,0.0
24642,0.0
24643,0.0
24644,0.0
24645,0.0
24646,0.0
24647,0.0
24648,0.0
24649,2.0
24650,5.0
24651,0.0
24652,0.0
24653,0.0
24654,0.0
24655,0.0
24656,0.0
24657,0.0
24658,1.0
24659,0.0
24660,0.0
24661,0.0
24662,0.0
24663,0.0
24664,0.0
24665,0.0
24666,0.0
24667,2.0
24668,0.0
24669,2.0
24670,0.0
24671,0.0
24672,0.0
24673,0.0
24674,2.0
24675,0.0
24676,0.0
24677,0.0
24678,0.0
24679,0.0
24680,3.0
24681,0.0
24682,0.0
24683,0.0
24684,0.0
24685,1.0
24686,0.0
24687,0.0
24688,2.0
24689,0.0
24690,0.0
24691,0.0
24692,2.0
24693,0.0
24694,0.0
24695,0.0
24696,0.0
24697,0.0
24698,0.0
24699,1.0
24700,0.0
24701,6.0
24702,0.0
24703,0.0
24704,0.0
24705,0.0
24706,3.0
24707,0.0
24708,0.0
24709,0.0
24710,0.0
24711,0.0
24712,0.0
24713,0.0
24714,0.0
24715,0.0
24716,0.0
24717,0.0
24718,0.0
24719,0.0
24720,2.0
24721,0.0
24722,0.0
24723,0.0
24724,0.0
24725,0.0
24726,0.0
24727,0.0
24728,0.0
24729,0.0
24730,0.0
24731,0.0
24732,0.0
24733,0.0
24734,0.0
24735,1.0
24736,0.0
24737,1.0
24738,5.0
24739,0.0
24740,0.0
24741,2.0
24742,0.0
24743,1.0
24744,0.0
24745,0.0
24746,0.0
24747,0.0
24748,0.0
24749,0.0
24750,0.0
24751,1.0
24752,0.0
24753,0.0
24754,0.0
24755,0.0
24756,1.0
24757,0.0
24758,0.0
24759,0.0
24760,0.0
24761,0.0
24762,1.0
24763,0.0
24764,0.0
24765,0.0
24766,0.0
24767,0.0
24768,0.0
24769,0.0
24770,2.0
24771,0.0
24772,1.0
24773,0.0
24774,0.0
24775,0.0
24776,0.0
24777,0.0
24778,0.0
24779,0.0
24780,0.0
24781,0.0
24782,0.0
24783,2.0
24784,1.0
24785,1.0
24786,0.0
24787,0.0
24788,0.0
24789,0.0
24790,0.0
24791,0.0
24792,0.0
24793,0.0
24794,0.0
24795,0.0
24796,0.0
24797,0.0
24798,0.0
24799,1.0
24800,0.0
24801,0.0
24802,0.0
24803,1.0
24804,0.0
24805,0.0
24806,0.0
24807,0.0
24808,0.0
24809,0.0
24810,0.0
24811,0.0
24812,0.0
24813,0.0
24814,0.0
24815,0.0
24816,0.0
24817,0.0
24818,0.0
24819,0.0
24820,0.0
24821,0.0
24822,0.0
24823,0.0
24824,0.0
24825,0.0
24826,0.0
24827,0.0
24828,0.0
24829,0.0
24830,0.0
24831,0.0
24832,4.0
24833,1.0
24834,0.0
24835,0.0
24836,0.0
24837,0.0
24838,0.0
24839,1.0
24840,0.0
24841,0.0
24842,0.0
24843,0.0
24844,0.0
24845,0.0
24846,1.0
24847,0.0
24848,0.0
24849,0.0
24850,0.0
24851,1.0
24852,0.0
24853,0.0
24854,2.0
24855,1.0
24856,0.0
24857,0.0
24858,0.0
24859,0.0
24860,1.0
24861,0.0
24862,0.0
24863,1.0
24864,0.0
24865,0.0
24866,1.0
24867,0.0
24868,0.0
24869,0.0
24870,2.0
24871,0.0
24872,1.0
24873,1.0
24874,0.0
24875,0.0
24876,0.0
24877,0.0
24878,0.0
24879,1.0
24880,0.0
24881,0.0
24882,1.0
24883,0.0
24884,2.0
24885,0.0
24886,0.0
24887,0.0
24888,0.0
24889,0.0
24890,0.0
24891,1.0
24892,0.0
24893,1.0
24894,0.0
24895,0.0
24896,0.0
24897,0.0
24898,0.0
24899,0.0
24900,1.0
24901,0.0
24902,0.0
24903,0.0
24904,0.0
24905,0.0
24906,0.0
24907,0.0
24908,0.0
24909,1.0
24910,1.0
24911,0.0
24912,1.0
24913,0.0
24914,0.0
24915,0.0
24916,0.0
24917,2.0
24918,1.0
24919,1.0
24920,0.0
24921,0.0
24922,1.0
24923,4.0
24924,3.0
24925,2.0
24926,0.0
24927,0.0
24928,1.0
24929,2.0
24930,0.0
24931,0.0
24932,0.0
24933,1.0
24934,3.0
24935,0.0
24936,2.0
24937,1.0
24938,0.0
24939,1.0
24940,0.0
24941,1.0
24942,3.0
24943,0.0
24944,0.0
24945,2.0
24946,2.0
24947,0.0
24948,0.0
24949,0.0
24950,2.0
24951,0.0
24952,1.0
24953,2.0
24954,6.0
24955,1.0
24956,1.0
24957,4.0
24958,0.0
24959,0.0
24960,0.0
24961,0.0
24962,1.0
24963,2.0
24964,1.0
24965,0.0
24966,1.0
24967,0.0
24968,3.0
24969,0.0
24970,0.0
24971,0.0
24972,2.0
24973,0.0
24974,2.0
24975,0.0
24976,0.0
24977,0.0
24978,2.0
24979,2.0
24980,1.0
24981,1.0
24982,1.0
24983,1.0
24984,0.0
24985,1.0
24986,0.0
24987,0.0
24988,3.0
24989,13.0
24990,0.0
24991,0.0
24992,0.0
24993,0.0
24994,0.0
24995,0.0
24996,0.0
24997,5.0
24998,2.0
24999,0.0
25000,0.0
25001,1.0
25002,0.0
25003,1.0
25004,1.0
25005,0.0
25006,1.0
25007,0.0
25008,0.0
25009,0.0
25010,2.0
25011,0.0
25012,0.0
25013,0.0
25014,1.0
25015,0.0
25016,1.0
25017,0.0
25018,1.0
25019,1.0
25020,0.0
25021,1.0
25022,0.0
25023,1.0
25024,0.0
25025,0.0
25026,0.0
25027,1.0
25028,0.0
25029,0.0
25030,0.0
25031,0.0
25032,0.0
25033,0.0
25034,0.0
25035,0.0
25036,0.0
25037,0.0
25038,2.0
25039,0.0
25040,0.0
25041,0.0
25042,0.0
25043,0.0
25044,0.0
25045,0.0
25046,0.0
25047,1.0
25048,0.0
25049,4.0
25050,0.0
25051,0.0
25052,0.0
25053,0.0
25054,0.0
25055,0.0
25056,1.0
25057,1.0
25058,0.0
25059,0.0
25060,1.0
25061,0.0
25062,0.0
25063,0.0
25064,0.0
25065,0.0
25066,0.0
25067,0.0
25068,0.0
25069,0.0
25070,0.0
25071,0.0
25072,0.0
25073,1.0
25074,0.0
25075,3.0
25076,2.0
25077,0.0
25078,0.0
25079,0.0
25080,0.0
25081,0.0
25082,0.0
25083,1.0
25084,0.0
25085,2.0
25086,1.0
25087,0.0
25088,0.0
25089,0.0
25090,0.0
25091,0.0
25092,1.0
25093,2.0
25094,0.0
25095,0.0
25096,0.0
25097,0.0
25098,0.0
25099,0.0
25100,0.0
25101,0.0
25102,0.0
25103,0.0
25104,2.0
25105,0.0
25106,4.0
25107,1.0
25108,1.0
25109,0.0
25110,0.0
25111,0.0
25112,1.0
25113,0.0
25114,0.0
25115,0.0
25116,0.0
25117,0.0
25118,0.0
25119,3.0
25120,0.0
25121,0.0
25122,0.0
25123,0.0
25124,0.0
25125,0.0
25126,0.0
25127,1.0
25128,0.0
25129,0.0
25130,0.0
25131,0.0
25132,0.0
25133,0.0
25134,0.0
25135,0.0
25136,0.0
25137,0.0
25138,0.0
25139,0.0
25140,0.0
25141,4.0
25142,0.0
25143,1.0
25144,0.0
25145,0.0
25146,0.0
25147,0.0
25148,0.0
25149,0.0
25150,0.0
25151,0.0
25152,1.0
25153,0.0
25154,0.0
25155,0.0
25156,0.0
25157,0.0
25158,0.0
25159,1.0
25160,0.0
25161,0.0
25162,0.0
25163,0.0
25164,1.0
25165,3.0
25166,0.0
25167,0.0
25168,0.0
25169,0.0
25170,0.0
25171,1.0
25172,0.0
25173,1.0
25174,0.0
25175,0.0
25176,0.0
25177,1.0
25178,0.0
25179,3.0
25180,0.0
25181,1.0
25182,0.0
25183,2.0
25184,0.0
25185,0.0
25186,0.0
25187,0.0
25188,0.0
25189,0.0
25190,1.0
25191,0.0
25192,0.0
25193,0.0
25194,10.0
25195,0.0
25196,0.0
25197,0.0
25198,0.0
25199,0.0
25200,0.0
25201,0.0
25202,2.0
25203,0.0
25204,1.0
25205,0.0
25206,0.0
25207,0.0
25208,1.0
25209,0.0
25210,0.0
25211,1.0
25212,0.0
25213,0.0
25214,0.0
25215,0.0
25216,0.0
25217,0.0
25218,0.0
25219,0.0
25220,0.0
25221,4.0
25222,0.0
25223,0.0
25224,0.0
25225,0.0
25226,0.0
25227,1.0
25228,0.0
25229,0.0
25230,0.0
25231,0.0
25232,1.0
25233,2.0
25234,0.0
25235,0.0
25236,0.0
25237,1.0
25238,0.0
25239,1.0
25240,1.0
25241,0.0
25242,0.0
25243,0.0
25244,0.0
25245,0.0
25246,0.0
25247,0.0
25248,0.0
25249,1.0
25250,0.0
25251,0.0
25252,4.0
25253,0.0
25254,0.0
25255,1.0
25256,1.0
25257,1.0
25258,0.0
25259,0.0
25260,0.0
25261,0.0
25262,0.0
